Name,Fifa,Fifa Ability Overall,Liga,Position,Player,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Rating,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Romain Del Castillo,R. Del Castillo,70,Ligue1,AM(L),"Romain Del Castillo Rennes, 23, AM(L) ",15(14),1339,3,1,0,74.5,0.7,1,6.52,1.2,0.7,1.1,-,0.2,0.8,-,-,-,0.7,1.2,0.7,0.1,0.9,1.5,0.8,16.7,74.5,0.5,0.2,-
Baptiste Guillaume,B. Guillaume,70,Ligue1,FW,"Baptiste Guillaume Nimes, 24, FW ",15(9),1189,1,4,0,62.6,3.7,-,6.52,0.5,0.1,1,-,0.2,0.3,-,-,2,0.7,0.4,0.9,0.1,0.8,1.5,0.4,11.6,62.6,-,0.1,-
Moustapha Diallo,M. Diallo,69,Ligue1,M(C),"Moustapha Diallo Nimes, 33, M(C) ",6(1),459,1,5,0,67.1,4.1,-,6.51,2.3,1.4,2.7,-,1.9,1.1,0.1,-,-,0.9,-,1.3,-,0.1,1.4,0.3,24.7,67.1,-,0.7,-
Paul Lasne,P. Lasne,75,Ligue1,M(CLR),"Paul Lasne Montpellier, 30, M(CLR) ",18(17),1781,-,5,0,81.8,0.6,1,6.51,1.5,0.6,0.9,-,0.5,0.5,0.1,-,2,0.7,0.3,0.7,0.1,0.5,1.1,0.7,25.1,81.8,0.3,1.3,-
Wesley Said,W. Saïd,73,Ligue1,"AM(CLR), FW","Wesley Said Dijon, 24, AM(CLR),FW ",25(9),2261,1,4,0,74.5,0.6,1,6.51,0.7,0.3,1.4,-,0.3,0.4,-,-,4,1.7,1.3,0.4,0.2,0.9,1.4,0.8,16.1,74.5,0.2,0.4,-
Paul Baysse,P. Baysse,76,Ligue1,D(CR),"Paul Baysse Bordeaux, 31, D(CR) ",0(1),73,-,1,0,72.7,4,-,6.51,1,1,1,-,6,1,1,-,-,-,-,-,-,-,-,-,33,72.7,-,2,-
Herve Lybohy,H. Lybohy,68,Ligue1,D(C),"Herve Lybohy Nimes, 36, D(C) ",15(2),1474,-,3,0,83.6,1.6,-,6.51,1.3,0.8,1.1,0.5,4.1,0.3,0.6,1,2,0.2,0.1,0.6,-,0.1,0.3,-,33.4,83.6,0.1,1.8,-
Gaetan Paquiez,G. Paquiez,65,Ligue1,D(LR),"Gaetan Paquiez Nimes, 25, D(LR) ",14(6),1326,-,5,0,73.6,1,-,6.51,2.2,1.1,0.9,0.3,2.2,1.3,0.3,-,-,0.2,0.4,0.6,-,0.4,1.2,0.5,22.5,73.6,0.1,0.9,-
Lamine Koné,L. Koné,73,Ligue1,D(C),"Lamine Koné Strasbourg, 30, D(C) ",23(4),2148,1,2,0,84.2,2,-,6.51,0.8,1.2,0.8,0.2,2.3,0.1,0.5,-,1,0.3,0.3,0.8,-,0.3,0.5,0.2,39.8,84.2,0.1,2.9,-
Khaled Adénon,K. Adénon,74,Ligue1,D(C),"Khaled Adénon Amiens, 34, D(C) ",22(1),1996,-,6,1,86.2,2.2,-,6.51,1.3,1.3,1.4,0.7,4.3,0.5,0.5,1,-,0.3,-,0.9,0.1,0.3,0.2,0.2,42,86.2,-,3.3,-
Enzo Crivelli,E. Crivelli,74,Ligue1,FW,"Enzo Crivelli Caen, 24, FW ",28(5),2273,1,7,0,64.8,3.5,-,6.5,0.6,0.1,1.4,-,0.8,0.2,-,-,6,0.6,0.4,1.4,0.2,1.2,2.3,0.5,16.1,64.8,0.1,0.3,-
Jordan Siebatcheu,J. Siebatcheu,70,Ligue1,FW,"Jordan Siebatcheu Rennes, 23, FW ",7(8),608,1,-,0,74.7,1.3,1,6.5,0.4,0.3,0.9,-,0.3,0.1,0.1,-,3,1.3,0.1,0.5,0.1,0.7,1.1,0.2,6.1,74.7,-,0.1,-
Jérémy Sorbon,J. Sorbon,73,Ligue1,D(C),"Jérémy Sorbon Guingamp, 36, D(C) ",29(4),2644,-,2,0,84.2,1.7,-,6.5,1,1,0.8,0.5,3.1,0.2,0.7,-,1,0.2,0.2,0.8,-,-,0.4,0.1,31.3,84.2,-,2.4,-
Danijel Subasic,D. Subašić,83,Ligue1,GK,"Danijel Subasic Monaco, 34, GK ",14,1144,-,1,0,61.5,0.4,-,6.5,-,-,0.1,-,0.6,0.1,-,-,-,-,-,0.1,-,-,0.1,-,18.7,61.5,-,4.8,-
Jaroslav Plasil,J. Plašil,71,Ligue1,M(C),"Jaroslav Plasil Bordeaux, 37, M(C) ",16(7),1445,1,2,0,85.1,1.2,-,6.5,1.5,0.8,0.8,-,1.1,1.1,0.2,-,-,0.6,0.4,1.1,-,0.4,0.8,0.5,37.4,85.1,0.3,1.2,-
Colin Dagba,C. Dagba,64,Ligue1,"D(R), D(R)","Colin Dagba Paris Saint-Germain, 20, D(R) ",9(8),914,2,2,0,93,0.1,-,6.5,1.4,0.6,1.1,0.1,0.6,0.4,-,-,-,0.2,0.6,0.4,0.1,0.6,0.5,0.8,33.8,93,0.3,0.2,0.1
Timothy Weah,T. Weah,69,Ligue1,"Forward, Forward","Timothy Weah Paris Saint-Germain, 19, Forward ",1(1),54,-,1,0,57.1,0.5,-,6.5,-,-,1,-,-,-,-,-,1,1,-,-,-,0.5,0.5,0.5,3.5,57.1,-,0.5,-
Anthony Limbombe,A. Limbombe,75,Ligue1,"AM(L), FW","Anthony Limbombe Nantes, 25, AM(L),FW ",12(17),1234,1,2,0,76,0.4,-,6.49,0.4,0.3,0.2,-,0.3,0.3,-,-,1,1.4,0.4,0.9,0.3,0.7,1,1,14.4,76,0.3,0.2,-
Lois Diony,L. Diony,73,Ligue1,"AM(L), FW","Lois Diony Saint-Etienne, 26, AM(L),FW ",19(11),1598,1,3,0,66.6,1,-,6.49,0.6,-,1,-,0.3,0.2,-,-,5,1.3,0.5,0.9,0.2,1.2,1.2,0.6,9.6,66.6,0.1,0.1,-
Boubakary Soumaré,B. Soumaré,63,Ligue1,DMC,"Boubakary Soumaré Lille, 20, DMC ",5(13),553,1,3,0,86.4,0.3,-,6.49,1.1,0.4,0.3,-,0.3,0.4,0.2,-,1,0.2,0.4,0.4,-,0.6,0.3,0.3,19.2,86.4,-,1,-
Emil Krafth,E. Krafth,74,Ligue1,D(R),"Emil Krafth Amiens, 25, D(R) ",33(2),2973,1,2,0,73.4,1.3,-,6.49,1.6,0.6,1.1,0.1,2.3,0.9,0.3,-,1,0.3,0.2,1,-,0.4,1,0.5,30.2,73.4,0.4,1.7,-
Romain Amalfitano,R. Amalfitano,75,Ligue1,M(CR),"Romain Amalfitano Dijon, 30, M(CR) ",30(2),2530,-,3,1,78.8,0.6,-,6.48,1.6,1.5,1.3,-,1.1,1.3,0.4,-,-,0.6,0.8,0.9,-,1.1,1.7,0.5,32.4,78.8,0.2,3.2,0.1
Steve Mandanda,S. Mandanda,83,Ligue1,GK,"Steve Mandanda Marseille, 34, GK ",31,2737,-,1,1,66.3,0.3,1,6.48,-,-,0.1,-,0.6,0.1,-,-,-,-,-,0.1,-,-,0.1,-,27.5,66.3,-,5.7,-
Stevan Jovetic,C. Traoré,67,Ligue1,"AM(C), FW","Stevan Jovetic Monaco, 29, AM(C),FW ",4(4),398,-,1,0,68,0.6,-,6.48,0.3,0.1,0.5,-,0.4,0.3,-,-,2,2.5,0.1,0.4,0.1,0.4,1.4,0.8,15.3,68,-,0.4,0.3
Cheick Traoré,C. Traoré,67,Ligue1,D(R),"Cheick Traoré Guingamp, 24, D(R) ",16(4),1505,-,3,0,69.4,0.9,-,6.48,1.9,1.2,1.3,0.1,1.7,0.5,0.2,-,-,0.4,0.8,0.5,0.1,0.7,0.9,0.6,20.8,69.4,0.6,0.6,-
Jérémy Pied,J. Pied,73,Ligue1,"D(LR), M(CLR)","Jérémy Pied Lille, 30, D(LR),M(CLR) ",4(7),462,2,-,0,78.1,0.7,1,6.48,1.1,0.5,0.6,0.1,1.1,0.5,0.1,-,-,-,0.2,0.5,0.1,0.1,0.3,0.6,24.9,78.1,0.5,0.8,-
Yassine Benrahou,Y. Benrahou,63,Ligue1,Midfielder,"Yassine Benrahou Bordeaux, 20, Midfielder ",1(3),175,-,-,0,84.2,0.3,-,6.48,2.3,0.5,0.5,-,0.3,0.8,-,-,-,1.5,0.5,1,-,1,1.5,0.5,23.8,84.2,0.3,0.3,-
Christophe Kerbrat,C. Kerbrat,76,Ligue1,D(C),"Christophe Kerbrat Guingamp, 33, D(C) ",25,2098,-,3,1,78,1.2,1,6.47,1.6,2,0.3,0.2,5.2,0.6,0.4,-,-,0.1,0.1,0.9,-,0.1,0.4,-,34.4,78,-,4.4,-
Suk Hyun-Jun,Suk Hyun Jun,74,Ligue1,"FW, FW","Suk Hyun-Jun Reims, 28, FW ",7(15),785,-,3,0,51.9,3.3,-,6.47,0.5,0.1,1.1,-,0.2,0.4,-,-,3,1,0.3,0.7,0.6,0.5,1.5,0.4,7.4,51.9,0.1,0.1,-
Rui Fonte,Rui Fonte,72,Ligue1,"M(R), FW","Rui Fonte Lille, 29, M(R),FW ",5(13),620,-,1,0,78.6,2.1,-,6.47,1.4,0.1,1.2,-,0.4,0.3,-,-,1,0.7,0.1,0.2,0.1,0.9,0.4,0.4,10.4,78.6,-,0.3,-
Eddy Gnahore,E. Gnahoré,72,Ligue1,M(C),"Eddy Gnahore Amiens, 25, M(C) ",24(10),2244,2,2,0,89.5,0.8,1,6.47,1.2,0.7,1,-,0.5,0.9,0.1,-,4,0.9,0.7,0.3,0.1,1.2,1.2,0.9,33.8,89.5,-,1.1,0.1
Ronny Rodelin,R. Rodelin,75,Ligue1,"AM(CLR), FW","Ronny Rodelin Guingamp, 29, AM(CLR),FW ",8(9),786,-,-,0,72.1,2.8,-,6.46,0.8,0.5,0.6,-,0.8,0.3,0.1,-,-,1.6,0.5,0.5,0.2,0.5,1.1,0.6,17.3,72.1,0.2,1.2,-
Ganso,Ganso,76,Ligue1,AM(C),"Ganso Amiens, 29, AM(C) ",5(7),517,2,-,0,87,0.5,-,6.46,1,0.5,0.8,-,-,1.1,0.1,-,-,0.3,0.5,0.8,-,0.6,0.8,1.4,26.3,87,0.3,0.7,0.2
Jessy Deminguet,J. Deminguet,64,Ligue1,M(C),"Jessy Deminguet Caen, 21, M(C) ",15(5),1275,-,2,0,83.6,0.7,-,6.46,1.9,0.9,1.1,-,1.3,1.3,0.2,-,-,0.4,0.7,0.7,-,1.3,1,0.3,22.3,83.6,0.1,1.7,-
Thomas Mangani,T. Mangani,76,Ligue1,M(C),"Thomas Mangani Angers, 32, M(C) ",18(11),1598,-,2,1,83,0.4,-,6.46,1.4,0.8,0.4,-,0.8,1.5,0.1,-,3,0.7,0.3,0.3,-,0.8,1.1,1.1,38.7,83,0.7,1.6,-
Malik Tchokounte,M. Tchokounté,68,Ligue1,FW,"Malik Tchokounte Caen, 30, FW ",16(13),1468,2,3,0,69.1,3.2,-,6.46,0.7,0.2,1.7,-,0.8,0.2,-,-,-,0.8,0.5,1,0.4,1.1,2.1,0.3,15.4,69.1,-,0.3,-
Ignatius Ganago,I. Ganago,69,Ligue1,FW,"Ignatius Ganago Nice, 20, FW ",9(11),1034,-,1,0,78.3,1.3,-,6.45,0.2,0.1,0.5,-,0.3,0.4,-,-,2,1.4,0.8,0.6,0.1,0.8,1.3,0.6,11.1,78.3,-,-,0.1
Samuel Moutoussamy,S. Moutoussamy,69,Ligue1,M(CL),"Samuel Moutoussamy Nantes, 23, M(CL) ",19(9),1652,3,-,0,81.4,0.3,1,6.45,1.3,0.3,0.6,-,0.6,0.8,0.1,-,2,0.9,0.6,0.4,0.1,1,0.9,0.8,22.7,81.4,0.1,0.6,-
Senou Coulibaly,S. Coulibaly,64,Ligue1,D(C),"Senou Coulibaly Dijon, 25, D(C) ",6(3),410,-,1,1,75.4,1.1,-,6.44,1.4,1.2,1.1,0.1,2,0.6,0.2,-,1,0.2,0.1,0.1,-,0.1,0.7,0.2,21.2,75.4,-,1.4,0.1
Saif-Eddine Khaoui,S. Khaoui,72,Ligue1,"AM(CR), AM(CR)","Saif-Eddine Khaoui Caen, 24, AM(CR) ",17(8),1362,1,-,0,72.4,0.4,-,6.44,0.8,0.8,0.8,-,0.2,0.8,-,-,3,1,1,0.4,-,0.9,1.3,0.4,17.8,72.4,0.2,0.6,-
Gaetan Laborde,G. Laborde,76,Ligue1,"AM(C), FW","Gaetan Laborde Bordeaux, 25, AM(C),FW ",1,90,-,-,0,45.5,4,-,6.44,4,-,1,-,-,2,-,-,-,-,1,-,-,1,4,1,22,45.5,-,1,-
Benoit Badiashile Mukinayi,B. Badiashile,62,Ligue1,D(C),"Benoit Badiashile Mukinayi Monaco, 18, D(C) ",20,1763,-,4,0,89.5,1.8,-,6.44,1.3,1.1,0.7,0.4,3.9,0.4,0.3,1,1,0.3,0.1,0.3,-,0.3,0.2,0.1,54.5,89.5,-,3.4,-
Mickaël Alphonse,M. Alphonse,68,Ligue1,D(R),"Mickaël Alphonse Dijon, 30, D(R) ",6(5),567,-,-,0,64.6,1.5,-,6.44,0.9,0.8,0.8,0.1,2.3,0.1,0.1,-,1,0.3,0.4,0.9,-,0.3,0.9,0.7,20.3,64.6,0.4,0.5,-
Vincent Pajot,V. Pajot,73,Ligue1,M(C),"Vincent Pajot Angers, 29, M(C) ",10(3),721,-,2,0,85.1,2.2,-,6.43,1.4,0.6,1.5,-,0.5,0.8,-,-,-,0.9,0.1,0.9,0.1,0.2,0.5,0.3,23.3,85.1,-,0.7,0.1
Clinton NJie,C. Njie,74,Ligue1,"AM(L), FW","Clinton N'Jie Marseille, 26, AM(L),FW ",3(14),353,2,-,0,72.3,0.3,-,6.43,0.4,0.1,0.4,-,-,-,-,-,3,0.4,0.6,0.2,0.1,0.4,0.7,0.5,6.6,72.3,-,0.1,-
Racine Coly,R. Coly,71,Ligue1,"D(L), M(L)","Racine Coly Nice, 23, D(L),M(L) ",6(3),503,1,2,0,81.6,1.4,-,6.43,0.8,1,0.9,0.3,1.2,0.8,0.1,-,-,0.4,0.7,0.7,-,0.9,1.1,0.3,27.1,81.6,0.4,0.7,-
Kouadio Dabila,K. Dabila,65,Ligue1,D(C),"Kouadio Dabila Lille, 22, D(C) ",8(4),779,-,2,0,85.9,0.8,-,6.42,0.9,0.5,0.5,0.5,3.7,0.1,0.8,-,-,0.2,0.1,0.3,-,0.1,0.2,-,31.4,85.9,-,1.8,-
Eric Maxim Choupo-Moting,E. Choupo-Moting,77,Ligue1,"M(CLR), FW","Eric Maxim Choupo-Moting Paris Saint-Germain, 30, M(CLR),FW ",8(14),794,-,-,0,82.2,0.6,-,6.42,0.4,0.1,0.7,0.1,0.2,0.3,-,-,3,1.1,0.9,0.3,0.5,1,1,0.2,10,82.2,0.1,0.1,-
Nolan Roux,N. Roux,75,Ligue1,"AM(LR), FW","Nolan Roux Guingamp, 31, AM(LR),FW ",17(9),1538,-,2,0,67.1,2,-,6.42,0.4,0.2,1,-,0.8,0.4,0.1,-,2,1.5,0.3,1.4,0.2,0.8,1.5,0.5,14.2,67.1,-,0.3,-
Stéphane Mbia,S. M'Bia,74,Ligue1,"D(C), M(C)","Stéphane Mbia Toulouse, 33, D(C),M(C) ",5,447,-,1,0,89.8,2.4,-,6.42,0.2,1.4,1,0.4,5,0.2,0.8,-,-,0.2,0.2,1.6,-,-,0.4,0.2,37.4,89.8,-,1,-
Mehdi Zeffane,M. Zeffane,69,Ligue1,"D(LR), M(R)","Mehdi Zeffane Rennes, 27, D(LR),M(R) ",14(6),1215,-,4,0,82.6,0.9,-,6.41,1,0.9,0.6,0.1,1.7,0.8,0.3,-,1,0.3,0.2,0.3,0.1,0.5,0.8,0.6,31.1,82.6,0.2,1.6,-
Stef Peeters,S. Peeters,73,Ligue1,M(C),"Stef Peeters Caen, 27, M(C) ",5(2),409,-,-,0,81.9,0.3,-,6.41,2.1,0.9,1.3,-,0.1,1,-,-,-,0.7,0.1,0.1,-,0.7,-,0.4,25.3,81.9,0.4,1.7,-
Younn Zahary,Y. Pelé,75,Ligue1,Defender,"Younn Zahary Caen, 20, Defender ",7(5),732,-,3,0,70.6,1.2,-,6.41,1.3,1.3,1,0.2,2.5,0.5,0.7,-,-,-,0.3,0.2,-,0.1,0.9,0.1,16.4,70.6,-,0.8,-
Yohann Pelé,Y. Pelé,75,Ligue1,GK,"Yohann Pelé Marseille, 36, GK ",7(2),680,-,-,0,78.1,0.4,-,6.41,-,-,-,-,0.3,0.2,-,-,-,-,-,0.1,-,-,0.2,-,22.3,78.1,-,4.8,-
Souleymane Camara,S. Camara,68,Ligue1,"M(R), FW","Souleymane Camara Montpellier, 36, M(R),FW ",0(12),127,-,-,0,75,0.5,-,6.41,-,-,0.3,-,0.3,0.2,-,-,3,0.8,0.3,0.5,0.2,0.3,0.4,0.2,4.3,75,-,0.1,-
Marcus Coco,M. Coco,75,Ligue1,"AM(LR), FW","Marcus Coco Guingamp, 23, AM(LR),FW ",21(12),1841,2,3,1,68,2.1,-,6.41,1.2,0.7,1.5,-,0.3,0.5,-,-,1,0.8,0.6,1.5,0.2,1.5,2.2,0.5,15.6,68,0.3,0.1,-
Jakob Johansson,J. Johansson,73,Ligue1,DMC,"Jakob Johansson Rennes, 29, DMC ",7(9),709,-,-,0,87,1.2,1,6.41,1.1,0.2,0.4,-,1.1,0.6,0.2,-,1,0.3,0.3,0.4,-,0.3,0.4,0.3,24.4,87,0.1,1.1,-
Luiz Araújo,Luiz Araújo,74,Ligue1,AM(LR),"Luiz Araújo Lille, 23, AM(LR) ",6(19),768,2,2,1,78.8,-,-,6.41,0.9,0.1,0.9,-,0.2,0.6,-,-,3,1,0.9,0.3,-,0.6,0.8,0.5,11,78.8,0.4,0.8,-
Yannick Cahuzac,Y. Cahuzac,72,Ligue1,DMC,"Yannick Cahuzac Toulouse, 34, DMC ",15(8),1428,-,8,1,81.8,1.5,-,6.4,1.4,1.1,1,0.1,2.3,0.7,0.2,-,1,0.1,-,0.8,-,0.1,0.2,0.3,23.7,81.8,-,0.4,-
Manu García,Manu García,73,Ligue1,M(CL),"Manu García Toulouse, 21, M(CL) ",21(10),1850,4,1,1,80,0.1,-,6.4,1.2,0.5,0.9,-,0.1,1.1,-,-,-,0.6,1,1.5,-,0.9,1.5,0.7,29.6,80,-,1.5,0.1
Yacine Bammou,Y. Bammou,72,Ligue1,"AM(CLR), FW","Yacine Bammou Caen, 27, AM(CLR),FW ",9(8),919,-,2,0,76.3,1.4,-,6.4,0.8,0.5,0.5,-,0.9,0.3,0.2,-,2,1,0.2,0.5,0.2,1,1.2,0.4,17.6,76.3,0.2,0.3,-
Umut Bozok,U. Bozok,70,Ligue1,FW,"Umut Bozok Nimes, 22, FW ",14(11),1241,3,1,0,75.4,0.8,-,6.4,0.4,0.2,0.6,-,-,0.1,-,-,2,1.2,0.5,1.2,0.4,1.4,1.3,0.6,11.4,75.4,-,0.4,-
Valentín Vada,V. Vada,73,Ligue1,"M(C), M(C)","Valentín Vada Saint-Etienne, 23, M(C) ",3(9),399,1,1,0,86,0.1,-,6.4,0.6,0.6,0.8,0.1,0.3,0.8,0.1,-,1,0.6,0.3,0.8,-,0.4,0.2,0.4,21.4,86,0.1,0.8,-
Thomas Basila,T. Basila,61,Ligue1,Defender,"Thomas Basila Nantes, 20, Defender ",1(1),91,-,-,0,84.6,0.5,-,6.4,1,-,-,-,4,-,0.5,-,-,-,-,0.5,-,-,-,-,13,84.6,-,0.5,-
Jeremy Gelin,J. Gélin,73,Ligue1,"D(C), DMC","Jeremy Gelin Rennes, 22, D(C),DMC ",12(10),1270,-,3,1,87,0.6,-,6.39,1.4,0.9,0.8,0.2,1.3,0.7,0.3,-,-,0.3,0.3,0.4,-,0.1,0.2,0.2,36.1,87,-,3.3,-
James Lea Siliki,J. Léa Siliki,71,Ligue1,M(CL),"James Lea Siliki Rennes, 23, M(CL) ",14(10),1219,3,2,0,75.9,0.2,-,6.39,1.1,0.4,1,-,0.3,1,-,-,-,0.9,0.5,1,-,0.5,1.3,0.8,15.5,75.9,0.4,0.8,-
Junior Sambia,J. Sambia,70,Ligue1,AM(C),"Junior Sambia Montpellier, 22, AM(C) ",7(23),913,1,3,0,80.6,0.4,-,6.39,0.5,0.2,0.6,-,0.1,0.3,0.1,-,-,0.8,1,0.8,0.1,0.9,1.3,0.8,11.3,80.6,0.6,0.6,-
Kévin Zohi,K. Zohi,64,Ligue1,Forward,"Kévin Zohi Strasbourg, 22, Forward ",6(14),623,1,-,0,76.8,0.5,-,6.39,0.7,0.4,0.4,0.1,0.2,0.2,-,-,1,0.9,0.7,0.5,0.1,1,1,0.3,9.1,76.8,0.1,0.4,-
Axel Disasi,A. Disasi,63,Ligue1,D(C),"Axel Disasi Reims, 21, D(C) ",1(3),157,-,-,0,75.8,1,-,6.39,0.5,0.5,-,-,4,0.3,0.3,-,-,-,0.3,-,-,-,0.5,0.3,16.5,75.8,-,0.3,-
Bassem Srarfi,B. Srarfi,72,Ligue1,AM(R),"Bassem Srarfi Nice, 22, AM(R) ",8(14),813,-,2,0,81.3,0.4,-,6.38,0.9,0.2,0.6,-,0.2,0.5,-,-,1,0.5,1,1,0.2,0.4,1,0.5,13.8,81.3,0.2,0.6,-
Kostas Mitroglou,K. Mitroglou,77,Ligue1,FW,"Kostas Mitroglou Marseille, 31, FW ",7(7),580,-,-,0,73.3,0.8,-,6.38,-,-,0.6,-,0.4,0.2,-,-,3,1.4,0.1,0.4,0.4,0.4,0.7,0.3,7.2,73.3,-,0.2,-
Makhtar Gueye,M. Gueye,62,Ligue1,"Forward, Forward","Makhtar Gueye Saint-Etienne, 21, Forward ",0(5),46,1,-,0,60,1,-,6.38,0.4,-,0.2,-,-,-,-,-,1,0.4,-,0.2,-,-,0.8,0.4,3,60,-,-,-
Giovani Lo Celso,G. Lo Celso,80,Ligue1,"AM(C), FW","Giovani Lo Celso Paris Saint-Germain, 23, AM(C),FW ",0(1),10,-,-,0,100,-,-,6.38,1,-,1,-,-,1,-,-,-,-,-,2,-,-,-,-,13,100,-,-,-
Mickael Le Bihan,M. Le Bihan,71,Ligue1,FW,"Mickael Le Bihan Nice, 29, FW ",2(3),203,-,2,0,81.5,0.4,-,6.38,0.2,0.2,0.4,-,0.2,0.2,-,-,1,1,1.2,0.6,0.2,1,0.6,0.2,10.8,81.5,-,-,-
Chang-Hoon Kwon,Kwon Chang Hoon,75,Ligue1,"AM(R), AM(R)","Chang-Hoon Kwon Dijon, 25, AM(R) ",10(9),936,-,1,0,74.7,0.9,-,6.37,0.4,0.4,0.4,-,0.4,0.6,-,-,2,1.1,0.9,0.6,0.2,1.2,1.2,0.7,15.8,74.7,0.5,0.5,-
Theo Valls,T. Valls,66,Ligue1,M(C),"Theo Valls Nimes, 23, M(C) ",20(11),1772,-,2,0,79.4,0.7,-,6.36,1.2,0.7,0.6,-,0.4,0.9,0.1,-,-,0.7,0.2,0.4,-,0.5,0.6,0.6,23.1,79.4,0.2,1,-
Thiago Maia,Thiago Maia,75,Ligue1,DMC,"Thiago Maia Lille, 22, DMC ",10(14),1015,1,4,0,83.1,0.7,1,6.36,1.3,1,0.8,-,0.8,0.8,0.2,-,-,0.1,0.2,0.6,-,0.4,0.6,0.3,24.4,83.1,-,1.5,-
John Bostock,J. Bostock,71,Ligue1,DMC,"John Bostock Toulouse, 27, DMC ",10(6),984,-,1,0,85.3,0.9,-,6.36,1.5,1,1.1,-,0.7,1.3,0.1,-,-,0.4,0.1,0.9,-,0.5,0.9,0.4,36.9,85.3,0.3,1.4,-
Yoel Armougom,Y. Armougom,59,Ligue1,D(L),"Yoel Armougom Caen, 21, D(L) ",20(9),1850,1,4,1,73.5,0.9,-,6.36,1.1,0.7,0.7,0.1,2,0.5,0.1,-,-,0.4,0.4,0.5,-,0.3,1,0.5,22.4,73.5,0.5,1.4,-
Edgar Ié,Edgar Ié,74,Ligue1,D(CR),"Edgar Ié Lille, 25, D(CR) ",1(6),234,-,1,0,82,1,-,6.35,0.7,1,0.4,0.3,2.1,0.3,0.1,-,-,-,0.3,-,0.1,-,0.6,0.1,15.9,82,-,0.4,-
Remi Walter,R. Walter,72,Ligue1,M(CR),"Remi Walter Nice, 24, M(CR) ",8(11),828,-,1,0,91.1,0.3,-,6.35,1.1,0.3,0.5,-,0.5,0.5,0.1,-,2,0.5,0.3,0.7,-,0.6,0.6,0.5,27.2,91.1,0.2,0.5,-
Pietro Pellegri,P. Pellegri,67,Ligue1,Forward,"Pietro Pellegri Monaco, 18, Forward ",0(3),80,-,1,0,61.5,0.3,-,6.35,0.3,-,1.3,-,-,-,-,-,1,0.3,0.3,0.7,-,0.3,0.3,0.3,4.3,61.5,-,-,-
Nathaël Julan,N. Julan,67,Ligue1,Forward,"Nathaël Julan Guingamp, 23, Forward ",3(7),431,-,1,0,59.5,4,-,6.35,0.1,-,0.4,-,0.2,0.2,0.1,-,-,1.5,0.2,0.9,0.1,1,1.6,0.5,12.6,59.5,-,0.2,-
Jean-Victor Makengo,J. Makengo,70,Ligue1,"AM(C), AM(C)","Jean-Victor Makengo Nice, 21, AM(C) ",11(14),1025,-,3,0,86.2,0.2,1,6.35,0.4,0.4,0.5,-,0.1,0.2,-,-,1,0.5,1,0.5,-,1.3,1.1,0.5,16.5,86.2,-,0.4,-
Romain Métanire,R. Métanire,72,Ligue1,D(R),"Romain Métanire Reims, 29, D(R) ",4(1),313,-,1,1,72.8,0.4,-,6.35,2.4,1.2,1.2,-,1.8,0.4,0.6,-,-,0.2,0.2,1,0.2,0.4,0.8,0.2,16.2,72.8,-,1,-
Enzo Loiodice,E. Loiodice,63,Ligue1,DMC,"Enzo Loiodice Dijon, 18, DMC ",10(2),852,1,3,1,85.3,0.7,-,6.35,2.1,0.9,1.1,-,0.5,0.9,-,-,-,0.4,0.3,1.6,-,0.9,1,0.5,34.5,85.3,0.1,0.8,-
Oualid El Hajjam,O. El Hajjam,72,Ligue1,D(R),"Oualid El Hajjam Amiens, 28, D(R) ",6(5),542,-,1,0,72.6,1.1,-,6.35,1.3,1.1,0.9,-,1.9,0.9,0.2,-,-,0.1,0.5,0.7,-,0.4,0.6,0.1,19.5,72.6,0.2,1.2,-
Adama Traoré,A. Traoré,72,Ligue1,AM(C),"Adama Traoré Monaco, 24, AM(C) ",3(3),240,1,-,0,77.9,1.5,-,6.35,0.3,0.5,0.2,-,0.2,0.5,-,-,-,1,0.3,0.5,-,0.8,1.3,1,17.3,77.9,0.3,0.8,-
Gaoussou Traore,G. Traoré,62,Ligue1,Forward,"Gaoussou Traore Amiens, 19, Forward ",1(2),107,-,1,0,78.4,1,-,6.34,3.3,-,0.3,-,-,1.3,-,-,-,0.3,-,1.3,-,0.7,-,-,12.3,78.4,-,0.3,-
Fethi Harek,F. Harek,68,Ligue1,D(CL),"Fethi Harek Nimes, 36, D(CL) ",2(1),178,-,1,0,69.4,1.7,-,6.34,1.3,0.3,0.3,0.3,2,0.3,-,-,-,-,0.3,0.3,-,-,-,-,20.7,69.4,-,1,-
Cheick Timite,C. Timite,64,Ligue1,"AM(R), FW","Cheick Timite Amiens, 21, AM(R),FW ",15(12),1453,1,2,0,76.6,0.8,-,6.34,0.7,0.4,1.5,-,0.4,0.5,0.1,-,1,1.3,0.7,0.9,-,1.2,2.2,0.6,12.3,76.6,0.2,0.3,-
Mariano,Mariano,80,Ligue1,FW,"Mariano Lyon, 26, FW ",2(1),144,-,-,0,76.7,0.7,-,6.33,-,0.3,1,-,-,-,-,-,-,1,1,0.3,-,0.3,1.3,0.3,10,76.7,-,-,-
