Name,Name.1,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,pos
Ryan Sessegnon,"Ryan Sessegnon Fulham, 19, D(L),M(LR) ",6.42,75,"D(L), M(LR)",26,2298,6,0,0,0.5,0,0.6,0.5,0.6,0.2,1.1,0.5,0.1,0,2,0.8,0.9,0.6,0.4,1.5,1.9,0.9,19.6,73.4,0.4,0.4,0.1,DEF
Junior Stanislas,"Junior Stanislas Bournemouth, 29, M(CLR) ",6.4,75,M(CLR),11,1027,3,1,0,0.4,0,0.5,0.1,0.3,0.0,0.7,0.2,0.0,0,2,1.5,0.5,0.4,0.1,0.4,0.9,0.7,21.6,77.4,0.3,0.5,0.1,MID
Tom Davies,"Tom Davies Everton, 21, M(C) ",6.4,75,M(C),10,976,0,3,0,0.5,0,1.7,1.0,1.3,0.0,0.6,1.0,0.1,0,0,0.4,0.8,1.1,0.1,0.5,1.7,0.3,31.6,80.0,0.0,1.9,0.1,MID
Harry Arter,"Harry Arter Cardiff, 29, M(C) ",6.39,75,M(C),24,2009,1,10,0,0.2,0,2.5,0.8,1.0,0.0,0.8,1.2,0.2,0,0,0.9,0.1,0.6,0.1,0.1,0.8,0.4,26.3,80.7,0.2,1.7,0.0,MID
Nampalys Mendy,"Nampalys Mendy Leicester, 27, M(C) ",6.37,75,M(C),23,2089,0,5,0,0.3,0,1.1,0.8,0.7,0.0,0.7,0.5,0.3,0,0,0.1,0.5,1.2,0.0,0.5,1.0,0.2,35.2,88.8,0.1,1.6,0.0,MID
Hélder Costa,"Hélder Costa Wolverhampton Wanderers, 25, AM(CLR) ",6.36,75,AM(CLR),16,1346,2,3,0,0.4,0,0.7,0.4,0.8,0.0,0.2,0.6,0.0,0,1,1.0,1.0,0.9,0.2,1.7,1.9,0.7,17.7,81.4,0.1,0.4,0.0,MID
Ivan Cavaleiro,"Ivan Cavaleiro Wolverhampton Wanderers, 25, AM(CLR),FW ",6.35,75,"AM(CLR), FW",6,687,1,1,0,0.4,0,0.2,0.2,0.6,0.0,0.2,0.6,0.0,0,3,0.6,0.7,0.2,0.3,0.8,1.1,0.8,12.8,75.5,0.7,0.1,0.0,OFF
Erik Durm,"Erik Durm Huddersfield, 27, D(LR),M(LR) ",6.33,75,"D(LR), M(LR)",21,2054,1,0,0,0.8,0,1.3,1.5,0.5,0.3,1.3,0.7,0.2,0,0,0.4,0.4,0.8,0.0,0.5,1.2,0.4,27.7,69.0,0.4,1.3,0.0,DEF
Andrew Surman,"Andrew Surman Bournemouth, 33, M(CL) ",6.33,75,M(CL),16,1439,0,2,0,1.1,0,0.6,0.6,0.4,0.1,1.8,0.6,0.4,0,0,0.5,0.2,0.3,0.0,0.2,0.8,0.6,46.6,87.0,0.1,2.7,0.1,MID
Çaglar Söyüncü,"Çaglar Söyüncü Leicester, 23, D(C) ",6.32,75,D(C),4,372,0,1,0,2.7,0,0.8,1.2,1.5,1.0,3.7,0.5,0.8,0,0,0.3,0.3,0.3,0.0,0.2,0.3,0.0,36.7,83.6,0.2,1.2,0.0,DEF
Jürgen Locadia,"Jürgen Locadia Brighton, 25, AM(LR),FW ",6.27,75,"AM(LR), FW",12,1230,0,1,0,0.9,0,0.6,0.3,0.8,0.0,0.3,0.2,0.0,0,2,1.1,0.2,0.4,0.4,0.6,1.6,0.5,12.7,72.8,0.2,0.7,0.0,OFF
Jeff Hendrick,"Jeff Hendrick Burnley, 27, M(CR) ",6.27,75,M(CR),25,2071,0,4,0,0.5,1,0.8,0.4,0.5,0.0,0.8,0.7,0.2,0,3,0.6,0.4,0.4,0.3,0.9,1.0,0.4,20.6,75.3,0.1,0.7,0.0,MID
Kelechi Iheanacho,"Kelechi Iheanacho Leicester, 22, AM(C),FW ",6.22,75,"AM(C), FW",9,931,3,2,0,0.5,0,0.2,0.1,0.5,0.0,0.1,0.1,0.0,0,1,0.6,0.3,0.2,0.3,0.7,1.0,0.4,9.2,76.4,0.0,0.2,0.1,OFF
Laurent Depoitre,"Laurent Depoitre Huddersfield, 30, FW ",6.22,75,FW,10,1062,1,1,0,3.5,0,0.3,0.1,0.8,0.0,0.3,0.1,0.0,0,0,1.3,0.2,0.4,0.3,1.3,1.8,0.4,11.9,59.9,0.0,0.1,0.0,OFF
Kevin McDonald,"Kevin McDonald Fulham, 30, M(C) ",6.15,75,M(C),10,843,0,4,0,1.3,0,0.9,0.6,0.8,0.1,1.3,0.5,0.1,0,0,0.3,0.0,0.4,0.0,0.3,0.2,0.3,38.3,85.2,0.0,2.2,0.0,MID
Shinji Okazaki,"Shinji Okazaki Leicester, 33, AM(CLR),FW ",6.1,75,"AM(CLR), FW",1,271,1,0,0,0.4,0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0,0,0.2,0.1,0.2,0.1,0.3,0.9,0.0,4.5,74.5,0.0,0.1,0.0,OFF
Jasmin Kurtic,"Jasmin Kurtic SPAL 2013, 30, M(CL) ",7.02,75,M(CL),29,2561,5,9,0,2.1,1,1.2,0.7,1.2,0.0,1.7,0.9,0.1,0,6,2.1,0.8,1.8,0.0,0.7,1.0,1.2,40.7,86.1,1.2,2.0,0.0,MID
Hans Hateboer,"Hans Hateboer Atalanta, 25, D(R),M(R) ",6.91,75,"D(R), M(R)",33,2973,5,5,0,1.9,1,1.3,0.7,0.9,0.2,1.1,0.5,0.1,0,5,0.8,0.4,0.4,0.1,0.9,1.0,1.4,45.1,84.5,0.5,0.9,0.0,DEF
Danilo DAmbrosio,"Danilo D'Ambrosio Inter, 30, D(CLR),M(LR) ",6.89,75,"D(CLR), M(LR)",29,2581,5,6,0,0.9,2,2.3,0.9,1.6,0.3,1.0,1.1,0.3,0,2,0.5,0.4,1.2,0.3,0.6,0.9,1.1,54.5,84.6,0.7,3.0,0.1,DEF
Amin Younes,"Amin Younes Napoli, 26, AM(CL) ",6.8,75,AM(CL),6,498,2,1,0,0.1,1,0.9,0.2,1.3,0.0,0.0,0.3,0.0,0,3,1.1,1.5,1.3,0.2,0.7,0.8,0.8,25.8,90.3,0.0,0.6,0.0,MID
Simone Missiroli,"Simone Missiroli SPAL 2013, 33, AM(C) ",6.78,75,AM(C),33,2750,0,9,0,2.1,1,1.7,1.4,0.9,0.1,1.3,0.7,0.3,0,0,0.4,0.6,1.6,0.0,0.7,0.9,0.8,44.0,82.9,0.2,1.6,0.0,MID
Manuel Locatelli,"Manuel Locatelli Sassuolo, 21, M(C) ",6.77,75,M(C),21,1851,4,7,0,0.8,1,1.5,0.9,1.2,0.0,1.0,0.6,0.1,0,2,1.1,0.7,1.0,0.0,0.9,1.4,1.4,40.8,87.3,0.3,1.6,0.1,MID
Luca Cigarini,"Luca Cigarini Cagliari, 33, M(C) ",6.76,75,M(C),20,1688,1,9,0,0.6,0,2.2,1.0,1.3,0.0,1.5,1.4,0.2,0,0,0.8,0.4,0.7,0.0,0.5,0.4,1.3,51.8,80.0,1.2,3.4,0.1,MID
Marvin Zeegelaar,"Marvin Zeegelaar Udinese, 29, D(L),M(L) ",6.73,75,"D(L), M(L)",10,955,0,5,1,1.4,0,2.5,1.4,1.4,0.1,2.7,0.7,0.2,0,0,0.1,1.3,0.5,0.1,0.5,1.0,0.4,24.3,86.3,0.2,0.8,0.0,DEF
Rolando Mandragora,"Rolando Mandragora Udinese, 22, DMC ",6.73,75,DMC,33,2921,2,8,1,1.5,0,1.9,1.2,1.3,0.0,1.5,1.3,0.3,0,3,1.3,0.1,1.1,0.0,0.4,0.7,0.8,32.3,84.4,0.4,1.6,0.0,DEF
Gian Marco Ferrari,"Gian Marco Ferrari Sassuolo, 27, D(C) ",6.72,75,D(C),31,2790,0,9,0,2.0,1,1.3,1.1,1.2,0.5,2.9,0.1,0.6,0,4,0.7,0.1,0.8,0.0,0.2,0.5,0.2,60.6,86.7,0.0,2.9,0.0,DEF
Francesco Caputo,"Francesco Caputo Empoli, 32, FW ",6.71,75,FW,38,3420,3,3,0,0.7,1,0.3,0.1,0.7,0.0,0.3,0.2,0.0,0,16,2.5,0.3,0.9,0.8,1.3,2.4,1.2,22.4,77.2,0.0,0.6,0.0,OFF
Camillo Ciano,"Camillo Ciano Frosinone, 29, AM(C),FW ",6.71,75,"AM(C), FW",28,2463,4,12,0,0.7,2,1.0,0.2,2.1,0.0,0.4,1.3,0.1,0,7,2.3,0.5,2.7,0.5,1.9,2.1,1.8,22.5,73.0,1.4,1.5,0.0,OFF
Danilo Cataldi,"Danilo Cataldi Lazio, 25, M(C) ",6.71,75,M(C),4,572,1,2,0,0.2,0,1.0,0.6,0.5,0.1,0.5,0.6,0.0,0,2,1.1,0.5,0.3,0.1,0.2,0.6,1.2,28.8,84.3,1.0,1.2,0.0,MID
Lorenzo De Silvestri,"Lorenzo De Silvestri Torino, 31, D(R),M(R) ",6.7,75,"D(R), M(R)",30,2427,4,2,0,2.4,0,0.5,0.7,1.0,0.1,2.0,0.5,0.1,0,2,0.9,0.2,0.6,0.2,0.6,1.2,0.9,26.8,68.0,0.9,0.7,0.0,DEF
Miha Zajc,"Miha Zajc Empoli, 25, AM(C),FW ",6.7,75,"AM(C), FW",12,1165,2,1,1,0.4,0,0.3,0.3,0.9,0.0,0.4,0.5,0.2,0,3,2.8,1.4,0.6,0.3,1.1,1.6,1.2,26.7,82.9,0.9,1.0,0.1,OFF
Seko Fofana,"Seko Fofana Udinese, 24, M(C) ",6.69,75,M(C),31,2646,4,5,0,0.5,0,0.8,0.9,0.9,0.0,0.5,1.0,0.2,0,2,1.9,1.7,0.9,0.0,1.6,2.3,1.2,35.8,85.2,0.4,2.0,0.1,MID
Justin Kluivert,"Justin Kluivert Roma, 20, AM(LR) ",6.66,75,AM(LR),14,1341,6,2,0,0.3,0,1.0,0.2,0.9,0.0,0.3,0.4,0.0,0,1,0.7,0.8,0.8,0.1,0.8,1.5,1.2,13.3,83.4,0.6,0.3,0.0,MID
Alfred Duncan,"Alfred Duncan Sassuolo, 26, M(C) ",6.66,75,M(C),21,1852,4,7,1,0.6,0,1.3,0.6,1.4,0.2,0.7,1.1,0.2,0,4,1.0,0.7,0.8,0.1,1.2,1.0,1.2,31.4,81.6,0.2,1.4,0.1,MID
Alberto Grassi,"Alberto Grassi Parma Calcio 1913, 24, M(C) ",6.65,75,M(C),5,461,0,0,0,0.9,0,2.9,1.1,1.3,0.0,1.0,1.1,0.3,0,0,0.7,0.7,1.6,0.0,0.4,1.1,0.3,16.6,81.0,0.0,1.0,0.0,MID
Emiliano Moretti,"Emiliano Moretti Torino, 38, D(CL) ",6.63,75,D(CL),22,2010,0,5,0,1.6,0,1.3,1.0,1.1,0.5,2.4,0.3,0.3,0,0,0.0,0.1,1.0,0.0,0.2,0.2,0.1,44.0,85.6,0.1,2.8,0.0,DEF
Matías Silvestre,"Matías Silvestre Empoli, 34, D(C) ",6.58,75,D(C),34,3060,0,6,0,2.7,0,0.9,0.6,0.6,0.9,4.7,0.3,0.7,1,2,0.3,0.0,0.6,0.0,0.1,0.1,0.2,44.0,84.4,0.0,4.6,0.0,DEF
Luca Rigoni,"Luca Rigoni Parma Calcio 1913, 34, M(CR) ",6.57,75,M(CR),20,1764,1,5,0,0.8,0,1.9,0.9,1.0,0.0,1.6,0.7,0.1,0,2,0.7,0.3,0.8,0.0,0.7,0.7,0.4,23.3,80.0,0.1,1.3,0.0,MID
Andrea Conti,"Andrea Conti AC Milan, 25, D(R),M(R) ",6.56,75,"D(R), M(R)",4,495,2,3,0,0.8,0,0.8,1.3,0.9,0.2,0.8,0.6,0.0,0,0,0.0,0.4,0.3,0.1,0.0,0.2,0.5,24.2,83.4,0.6,0.7,0.0,DEF
Filip Helander,"Filip Helander Bologna, 26, D(C) ",6.56,75,D(C),19,1712,0,6,0,2.6,0,2.1,0.7,1.4,0.4,3.7,0.2,0.8,0,0,0.5,0.2,0.3,0.0,0.3,0.3,0.1,37.9,79.5,0.0,2.5,0.0,DEF
Ervin Zukanovic,"Ervin Zukanovic Genoa, 32, D(CL) ",6.55,75,D(CL),22,1960,0,5,0,2.1,0,1.1,0.8,0.8,0.5,3.7,0.5,0.4,0,0,0.8,0.1,0.5,0.0,0.2,0.1,0.3,39.6,85.0,0.3,2.4,0.0,DEF
Khouma Babacar,"Khouma Babacar Sassuolo, 26, FW ",6.53,75,FW,16,1490,2,0,0,1.1,1,0.2,0.1,1.0,0.0,0.9,0.3,0.1,0,7,2.1,0.3,0.7,0.3,1.0,2.2,0.4,10.2,81.8,0.0,0.2,0.0,OFF
Mirko Valdifiori,"Mirko Valdifiori SPAL 2013, 33, DMC ",6.5,75,DMC,8,667,1,3,0,0.1,0,1.3,0.3,0.9,0.0,0.5,0.4,0.1,0,0,0.5,0.1,0.5,0.0,0.2,0.3,1.5,33.7,86.0,0.9,1.7,0.1,DEF
Francesco Magnanelli,"Francesco Magnanelli Sassuolo, 34, DMC ",6.49,75,DMC,21,1859,0,3,0,0.7,1,2.0,0.9,1.4,0.0,1.3,1.0,0.2,0,0,0.3,0.3,1.5,0.0,0.2,0.4,0.2,50.7,88.5,0.0,2.8,0.0,DEF
Goran Pandev,"Goran Pandev Genoa, 36, M(CR),FW ",6.47,75,"M(CR), FW",12,1122,2,6,0,0.4,1,0.5,0.0,0.6,0.0,0.1,0.2,0.0,0,4,1.0,0.6,1.8,0.2,1.2,1.6,0.8,13.3,76.2,0.2,0.9,0.2,OFF
Rick Karsdorp,"Rick Karsdorp Roma, 24, D(R) ",6.44,75,D(R),7,595,1,1,0,0.4,0,0.8,1.1,0.5,0.3,1.0,0.5,0.2,0,0,0.0,0.6,0.2,0.0,0.5,0.5,0.4,28.7,79.1,0.5,2.5,0.1,DEF
Ádám Nagy,"Ádám Nagy Bologna, 24, DMC ",6.38,75,DMC,10,972,0,2,1,0.4,0,2.1,1.7,0.7,0.1,0.8,0.7,0.4,0,0,0.4,0.3,0.6,0.0,0.5,1.0,0.6,36.4,86.8,0.1,1.6,0.0,DEF
Darwin Machís,"Darwin Machís Udinese, 26, AM(L) ",6.36,75,AM(L),4,457,1,2,0,0.3,0,0.5,0.2,0.5,0.0,0.5,0.3,0.0,0,0,1.2,1.0,0.9,0.0,0.7,1.7,0.8,10.5,80.1,0.2,0.3,0.0,MID
Nenad Tomovic,"Nenad Tomovic Chievo, 32, D(CLR) ",6.34,75,D(CLR),9,738,0,1,0,1.7,0,0.9,1.3,0.9,0.0,3.0,0.3,0.1,0,1,0.4,0.1,0.7,0.0,0.1,0.6,0.2,32.4,82.4,0.1,1.2,0.0,DEF
Nicolás Spolli,"Nicolás Spolli Genoa, 36, D(C) ",6.29,75,D(C),7,540,0,2,0,1.3,0,1.0,1.0,1.1,0.4,5.6,0.3,0.9,1,0,0.4,0.0,0.6,0.0,0.0,0.3,0.1,25.6,87.7,0.0,1.1,0.0,DEF
Emmanuel Badu,"Emmanuel Badu Udinese, 28, DMC ",6.22,75,DMC,2,161,0,0,0,1.0,0,1.0,0.3,0.5,0.0,0.5,0.0,0.0,0,0,0.5,0.0,1.0,0.0,0.5,1.0,0.3,8.0,84.4,0.0,0.8,0.0,DEF
Mauricio Lemos,"Mauricio Lemos Sassuolo, 23, D(C) ",5.91,75,D(C),3,182,0,0,0,0.7,0,0.7,1.0,0.7,0.0,3.0,0.3,0.3,0,0,0.0,0.0,0.3,0.0,0.7,1.0,0.0,21.0,92.1,0.0,1.0,0.0,DEF
Ibrahima Konaté,"Ibrahima Konaté RasenBallsport Leipzig, 20, D(C) ",7.19,74,D(C),27,2431,1,7,0,3.6,0,1.6,2.1,1.3,1.0,4.3,0.4,0.6,0,1,0.5,0.8,0.9,0.0,0.4,0.7,0.2,37.0,76.0,0.0,1.9,0.0,DEF
William,"William Wolfsburg, 24, D(LR),M(R) ",7.09,74,"D(LR), M(R)",30,2676,1,10,0,1.6,1,2.6,2.7,1.2,0.2,3.5,1.3,0.1,0,2,0.8,0.9,0.6,0.0,0.6,0.9,1.3,43.8,74.4,0.9,4.0,0.0,DEF
Marc Oliver Kempf,"Marc Oliver Kempf VfB Stuttgart, 24, D(C) ",7.01,74,D(C),23,2026,0,3,0,5.0,3,1.4,2.0,1.0,0.6,5.7,0.5,0.9,0,2,0.6,0.1,1.3,0.0,0.2,0.5,0.3,44.0,81.2,0.1,3.2,0.0,DEF
Lucas Torró,"Lucas Torró Eintracht Frankfurt, 25, DMC ",6.97,74,DMC,6,561,0,1,0,5.0,0,1.8,1.8,1.4,0.0,1.5,0.8,0.1,0,0,0.6,0.3,0.9,0.0,0.6,0.6,0.3,32.6,72.0,0.0,1.5,0.0,DEF
Jonathan Schmid,"Jonathan Schmid Augsburg, 29, D(R),M(LR) ",6.93,74,"D(R), M(LR)",28,2520,7,1,0,1.0,2,1.6,1.5,0.8,0.1,2.1,0.4,0.3,1,3,0.6,0.6,0.8,0.1,0.7,0.6,1.6,35.8,81.1,1.4,1.6,0.0,DEF
Alexander Hack,"Alexander Hack Mainz 05, 25, D(C) ",6.91,74,D(C),11,1019,1,1,0,3.1,1,2.1,2.9,0.9,0.5,4.1,0.6,1.1,0,1,0.9,0.6,0.6,0.0,0.0,0.1,0.1,39.5,75.6,0.0,3.7,0.0,DEF
Marcel Tisserand,"Marcel Tisserand Wolfsburg, 26, D(CLR),M(R) ",6.9,74,"D(CLR), M(R)",10,888,0,2,0,2.9,1,1.4,2.0,1.2,0.2,4.0,0.3,0.5,0,1,1.0,0.4,0.6,0.0,0.7,0.6,0.2,56.8,78.5,0.2,6.1,0.0,DEF
Jean-Paul Boëtius,"Jean-Paul Boëtius Mainz 05, 25, AM(CL) ",6.9,74,"AM(CL), AM(CL)",25,2130,7,8,0,0.8,1,1.7,1.2,1.7,0.0,0.3,0.9,0.1,0,4,1.5,1.1,1.6,0.1,1.3,1.9,1.0,27.9,77.1,0.1,1.6,0.2,MID
Janik Haberer,"Janik Haberer Freiburg, 25, M(CLR),FW ",6.89,74,"M(CLR), FW",26,2343,3,4,1,2.0,1,2.6,1.3,1.7,0.0,1.8,1.7,0.1,0,1,1.0,0.9,1.7,0.1,1.5,1.6,1.7,38.7,79.2,0.2,2.3,0.0,OFF
Rani Khedira,"Rani Khedira Augsburg, 25, D(C),DMC ",6.89,74,"D(C), DMC",30,2627,1,6,0,2.1,0,1.9,2.7,1.5,0.2,3.1,0.6,0.7,0,4,0.5,0.1,0.8,0.0,0.3,0.7,0.3,41.8,81.9,0.1,2.4,0.0,DEF
Ewerton,"Ewerton Nuernberg, 30, D(C) ",6.85,74,D(C),15,1342,0,2,0,3.2,0,1.3,1.4,0.9,0.3,5.9,0.3,0.9,1,0,0.4,0.6,0.1,0.1,0.2,0.2,0.1,33.4,84.1,0.0,2.2,0.0,DEF
Weston McKennie,"Weston McKennie Schalke 04, 21, M(C) ",6.82,74,M(C),19,1746,4,6,0,3.6,2,1.2,1.5,1.4,0.0,1.8,1.0,0.4,0,1,1.0,0.7,0.7,0.1,1.0,1.5,0.8,25.8,72.0,0.1,1.3,0.0,MID
Walace,"Walace Hannover 96, 24, DMC ",6.73,74,DMC,23,1998,1,5,0,2.1,0,2.0,1.7,1.2,0.0,1.3,1.3,0.2,0,1,0.7,1.0,1.0,0.1,1.2,1.3,0.6,41.2,84.9,0.0,1.9,0.0,DEF
Joshua Brenet,"Joshua Brenet Hoffenheim, 25, D(LR),M(R) ",6.73,74,"D(LR), M(R)",10,905,1,0,0,0.6,0,1.4,0.6,1.4,0.1,1.3,0.4,0.1,0,2,0.7,1.0,0.4,0.0,0.6,1.5,0.6,28.4,82.6,0.5,0.9,0.0,DEF
Yannick Gerhardt,"Yannick Gerhardt Wolfsburg, 25, D(L),M(CL) ",6.69,74,"D(L), M(CL)",28,2462,2,2,0,0.8,1,1.7,1.0,0.9,0.0,1.1,0.9,0.2,0,2,1.2,0.3,1.4,0.2,1.2,1.2,0.9,32.1,77.8,0.3,1.2,0.0,DEF
Robin Quaison,"Robin Quaison Mainz 05, 25, M(CLR),FW ",6.65,74,"M(CLR), FW",25,2204,3,1,0,0.9,1,0.7,0.3,1.1,0.0,0.1,0.3,0.0,0,7,1.8,0.8,0.8,0.4,2.1,1.4,0.8,15.7,72.9,0.1,0.4,0.0,OFF
Georg Margreitter,"Georg Margreitter Nuernberg, 30, D(C) ",6.63,74,D(C),22,2059,0,2,0,2.3,3,1.4,1.0,0.4,0.3,5.1,0.3,1.0,0,2,0.6,0.2,0.5,0.0,0.3,0.3,0.1,44.8,81.7,0.0,4.1,0.0,DEF
Manuel Gulde,"Manuel Gulde Freiburg, 28, D(C) ",6.6,74,D(C),20,1714,0,3,0,1.6,1,1.1,1.2,0.5,0.7,4.2,0.2,0.6,0,1,0.3,0.0,1.0,0.0,0.0,0.2,0.1,41.6,82.1,0.0,3.4,0.0,DEF
Simon Falette,"Simon Falette Eintracht Frankfurt, 27, D(C) ",6.6,74,D(C),7,601,0,0,0,2.9,0,1.3,2.0,0.7,0.7,4.6,0.6,0.7,0,0,0.4,0.0,0.6,0.1,0.6,0.6,0.0,41.4,73.8,0.0,2.4,0.0,DEF
Jacob Bruun Larsen,"Jacob Bruun Larsen Borussia Dortmund, 20, AM(L) ",6.59,74,AM(L),16,1271,2,0,0,0.6,0,0.6,0.5,0.1,0.0,0.5,0.4,0.0,0,2,1.1,0.7,0.4,0.2,0.9,1.3,0.8,21.3,78.1,0.3,0.7,0.1,MID
Suat Serdar,"Suat Serdar Schalke 04, 22, M(C) ",6.58,74,M(C),20,1737,1,3,2,0.8,1,2.0,0.9,1.5,0.0,0.2,1.3,0.2,0,2,1.2,1.4,1.1,0.1,1.4,1.7,0.6,16.8,71.6,0.0,0.7,0.0,MID
Claudio Pizarro,"Claudio Pizarro Werder Bremen, 40, AM(C),FW ",6.49,74,"AM(C), FW",3,677,2,1,0,1.4,0,0.3,0.0,0.7,0.0,0.3,0.1,0.0,0,5,1.0,0.3,0.3,0.2,0.5,0.9,0.4,10.0,69.9,0.1,0.3,0.0,OFF
Takashi Usami,"Takashi Usami Fortuna Duesseldorf, 27, AM(LR) ",6.49,74,AM(LR),10,877,2,1,0,0.3,0,0.9,0.4,0.4,0.0,0.5,0.9,0.1,0,1,1.4,0.7,0.6,0.1,0.4,0.4,0.7,11.5,76.1,0.7,0.8,0.0,MID
Andreas Beck,"Andreas Beck VfB Stuttgart, 32, D(LR),M(R) ",6.48,74,"D(LR), M(R)",21,1779,2,2,0,1.1,0,1.5,0.9,1.0,0.1,2.0,0.7,0.3,0,0,0.5,0.4,1.3,0.0,0.5,1.2,0.7,27.1,69.7,0.4,1.4,0.0,DEF
Marvin Bakalorz,"Marvin Bakalorz Hannover 96, 29, M(C) ",6.38,74,M(C),16,1472,0,5,0,1.2,0,0.7,1.1,0.9,0.0,1.8,1.2,0.2,0,1,0.5,0.4,1.0,0.2,0.7,1.2,0.3,15.7,75.8,0.1,0.5,0.0,MID
Levin Öztunali,"Levin Öztunali Mainz 05, 23, AM(CLR) ",6.37,74,AM(CLR),11,924,1,3,0,0.5,0,1.1,0.5,1.2,0.0,0.5,0.9,0.1,0,0,1.1,1.1,0.1,0.0,1.1,1.4,0.4,17.9,68.3,0.3,0.4,0.0,MID
Virgil Misidjan,"Virgil Misidjan Nuernberg, 26, AM(LR) ",6.35,74,AM(LR),17,1545,1,5,0,0.7,0,0.9,0.4,1.5,0.0,0.2,0.9,0.0,0,1,1.0,1.8,2.3,0.4,2.0,2.3,0.3,14.4,74.4,0.3,0.4,0.0,MID
Yuya Kubo,"Yuya Kubo Nuernberg, 25, AM(CLR),FW ",6.31,74,"AM(CLR), FW",15,1363,0,2,0,0.5,0,1.0,0.5,1.0,0.0,0.1,1.0,0.0,0,1,1.3,0.5,1.0,0.2,1.3,2.0,0.5,17.8,73.4,0.1,1.0,0.0,OFF
Paul Verhaegh,"Paul Verhaegh Wolfsburg, 36, D(R),M(R) ",6.23,74,"D(R), M(R)",2,180,0,0,0,0.5,0,0.5,0.5,0.5,0.0,3.0,0.5,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,46.0,81.5,0.0,1.0,0.0,DEF
Marc Stendera,"Marc Stendera Eintracht Frankfurt, 23, M(C) ",6.18,74,M(C),0,107,0,0,0,0.0,0,0.9,0.0,0.3,0.0,0.0,0.3,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,13.9,83.5,0.0,0.7,0.0,MID
Emiliano Velázquez,"Emiliano Velázquez Rayo Vallecano, 25, D(C) ",7.05,74,D(C),14,1275,2,8,0,2.3,0,2.7,2.6,1.7,0.6,5.7,0.8,0.4,0,0,0.4,0.8,0.3,0.0,0.3,0.8,0.4,28.1,69.5,0.2,2.1,0.1,DEF
Roberto Rosales,"Roberto Rosales Espanyol, 30, D(R),M(R) ",7.02,74,"D(R), M(R)",20,1751,1,2,0,2.4,1,2.3,1.0,1.6,0.1,2.9,1.1,0.3,0,3,0.9,0.6,0.8,0.0,0.5,1.4,0.6,43.5,77.3,0.5,3.2,0.0,DEF
Jonathan Silva,"Jonathan Silva Leganes, 25, D(L),M(L) ",6.89,74,"D(L), M(L)",30,2700,6,9,0,0.6,0,1.7,1.0,1.7,0.1,2.3,1.0,0.1,0,3,0.8,0.4,0.7,0.1,0.4,1.4,1.6,29.6,71.7,1.4,1.6,0.0,DEF
Kévin Rodrigues,"Kévin Rodrigues Real Sociedad, 25, D(L) ",6.85,74,D(L),5,483,0,1,0,0.9,0,3.0,1.1,0.7,0.0,2.0,1.1,0.4,0,0,0.3,1.3,0.9,0.0,1.0,0.9,0.9,25.9,74.6,0.6,1.0,0.0,DEF
Marc Muniesa,"Marc Muniesa Girona, 27, D(CL) ",6.83,74,D(CL),15,1403,0,6,0,1.6,1,2.6,1.9,1.1,0.1,2.1,0.7,0.3,0,0,0.4,0.6,1.1,0.0,0.3,0.5,0.3,40.3,80.7,0.4,2.3,0.1,DEF
Igor Zubeldia,"Igor Zubeldia Real Sociedad, 22, DMC ",6.81,74,DMC,29,2552,1,7,0,1.8,3,1.8,1.4,1.1,0.0,1.7,1.0,0.2,0,0,0.5,1.2,0.4,0.0,0.8,0.6,0.2,36.4,85.8,0.0,2.4,0.0,DEF
Dídac Vilá,"Dídac Vilá Espanyol, 30, D(L) ",6.79,74,D(L),27,2358,2,10,0,1.8,0,2.4,2.0,1.4,0.1,3.0,1.0,0.4,0,0,0.9,0.3,1.1,0.0,0.6,1.0,0.7,41.1,73.2,0.4,2.5,0.0,DEF
Álex Moreno,"Álex Moreno Rayo Vallecano, 26, D(L),M(L) ",6.73,74,"D(L), M(L)",36,3140,1,5,0,0.8,1,1.8,1.1,1.1,0.5,2.2,0.7,0.3,0,1,0.7,1.6,1.2,0.2,1.2,1.5,0.9,30.6,76.3,0.4,1.3,0.0,DEF
Míchel,"Míchel Real Valladolid, 31, M(CR) ",6.71,74,M(CR),27,2554,2,9,0,0.7,1,1.7,1.2,1.2,0.0,0.7,1.6,0.1,0,1,0.6,0.6,0.6,0.1,0.7,1.1,1.5,45.8,84.7,0.9,4.5,0.0,MID
Moi Gómez,"Moi Gómez SD Huesca, 25, M(CLR) ",6.7,74,M(CLR),35,3061,7,3,0,0.6,1,1.2,0.8,1.3,0.0,0.7,1.0,0.1,0,2,0.7,0.9,0.7,0.0,1.0,1.2,1.4,39.4,82.8,0.8,3.5,0.0,MID
