Name,Name.1,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,pos
Rafael,"Rafael Lyon, 29, D(LR),M(R) ",6.53,79,"D(LR), M(R)",11,1019,1,4,1,1.0,0,1.7,0.8,1.2,0.1,1.2,0.4,0.1,1,0,0.1,0.6,1.1,0.1,0.8,0.9,0.6,32.7,83.2,0.4,0.6,0.1,DEF
Luka Milivojevic,"Luka Milivojevic Crystal Palace, 28, DMC ",7.19,79,DMC,38,3420,2,10,0,1.4,2,2.4,1.9,1.6,0.0,1.7,1.4,0.4,0,12,1.5,0.3,1.0,0.0,0.5,0.7,1.6,52.3,80.0,1.4,3.4,0.0,DEF
Callum Wilson,"Callum Wilson Bournemouth, 27, FW ",6.99,79,FW,29,2535,9,3,0,1.5,4,0.3,0.1,1.4,0.0,0.5,0.3,0.1,0,14,2.2,0.6,1.1,0.6,1.5,3.2,1.0,14.7,67.1,0.2,0.1,0.0,OFF
Jefferson Lerma,"Jefferson Lerma Bournemouth, 24, D(R),DMC ",6.97,79,"D(R), DMC",29,2511,0,12,0,2.5,0,1.5,1.8,1.4,0.0,2.8,1.3,0.6,1,2,1.0,0.7,1.7,0.1,0.7,0.8,0.5,52.0,83.2,0.1,2.3,0.1,DEF
Richarlison,"Richarlison Everton, 22, AM(CLR),FW ",6.89,79,"AM(CLR), FW",32,2679,1,5,1,2.0,3,1.4,0.5,0.9,0.0,1.1,0.5,0.1,0,13,2.4,1.1,2.1,0.5,2.6,3.2,0.6,22.7,68.5,0.1,0.6,0.0,OFF
Jonny Evans,"Jonny Evans Leicester, 31, D(CL) ",6.88,79,D(CL),21,1995,0,2,0,3.0,0,1.0,1.4,0.9,0.8,6.1,0.2,0.4,0,1,0.5,0.0,0.7,0.0,0.2,0.3,0.2,42.9,84.7,0.0,2.8,0.0,DEF
Ashley Young,"Ashley Young Manchester United, 34, D(LR),M(LR) ",6.87,79,"D(LR), M(LR)",28,2569,2,8,1,0.8,0,1.7,1.8,1.2,0.3,1.9,0.6,0.3,0,2,0.4,0.6,1.1,0.1,0.6,0.8,1.3,45.9,77.5,1.4,3.7,0.0,DEF
Nathan Aké,"Nathan Aké Bournemouth, 24, D(CL),DMC ",6.86,79,"D(CL), DMC",38,3412,0,3,0,2.3,1,1.7,0.8,0.7,0.8,6.1,0.3,0.9,0,4,0.7,0.1,0.6,0.1,0.2,0.5,0.2,44.6,86.0,0.1,1.9,0.0,DEF
Ben Mee,"Ben Mee Burnley, 29, D(CL) ",6.86,79,D(CL),38,3420,2,9,0,3.9,1,1.4,1.3,0.7,0.5,6.1,0.2,1.3,2,0,0.6,0.2,0.5,0.0,0.1,0.4,0.2,39.5,74.9,0.1,4.7,0.0,DEF
Jonny,"Jonny Wolverhampton Wanderers, 25, D(CLR),M(L) ",6.85,79,"D(CLR), M(L)",32,2780,1,6,0,1.2,1,2.4,1.8,0.7,0.2,1.6,0.9,0.2,0,1,0.8,0.9,1.0,0.2,1.2,1.2,0.9,32.6,77.8,0.3,1.0,0.0,DEF
Phil Jones,"Phil Jones Manchester United, 27, D(CR),DMC ",6.81,79,"D(CR), DMC",15,1264,1,1,0,2.6,0,1.1,1.3,0.4,0.6,3.4,0.3,0.6,0,0,0.3,0.2,0.6,0.0,0.1,0.5,0.2,41.9,92.6,0.0,2.2,0.0,DEF
Kurt Zouma,"Kurt Zouma Everton, 24, D(CR) ",6.78,79,D(CR),29,2613,2,3,0,3.1,0,1.0,1.7,0.6,0.6,3.8,0.2,0.4,0,2,0.6,0.2,0.5,0.1,0.4,0.5,0.2,45.1,83.6,0.0,3.2,0.0,DEF
Mamadou Sakho,"Mamadou Sakho Crystal Palace, 29, D(C) ",6.72,79,D(C),27,2417,0,2,0,1.9,0,0.9,1.5,0.2,0.6,4.9,0.3,0.6,0,0,0.1,0.3,0.5,0.0,0.2,0.4,0.2,48.9,88.6,0.0,2.2,0.0,DEF
Morgan Schneiderlin,"Morgan Schneiderlin Everton, 29, DMC ",6.71,79,DMC,10,835,1,2,0,1.4,1,1.7,1.1,1.5,0.0,1.1,0.6,0.2,0,0,0.2,0.1,0.5,0.0,0.5,0.9,0.6,38.9,88.6,0.1,1.9,0.1,DEF
Jack Wilshere,"Jack Wilshere West Ham, 27, M(CLR) ",6.68,79,M(CLR),4,389,1,2,0,0.3,0,0.9,0.9,0.9,0.0,0.0,0.5,0.1,0,0,0.3,1.9,1.5,0.0,0.9,0.4,0.6,27.0,89.8,0.0,1.9,0.0,MID
Victor Lindelöf,"Victor Lindelöf Manchester United, 25, D(CR) ",6.68,79,D(CR),29,2602,1,1,0,2.3,0,1.3,0.8,0.6,0.7,3.9,0.3,0.4,1,1,0.3,0.3,0.5,0.0,0.1,0.4,0.2,49.7,89.2,0.0,2.1,0.0,DEF
Marouane Fellaini,"Marouane Fellaini Manchester United, 31, M(C) ",6.66,79,M(C),6,748,1,1,0,3.4,0,1.5,0.3,1.1,0.1,2.4,0.6,0.4,0,0,0.5,0.1,0.6,0.1,0.6,0.7,0.2,30.4,81.2,0.1,0.3,0.0,MID
Ross Barkley,"Ross Barkley Chelsea, 25, M(CLR) ",6.65,79,M(CLR),13,1243,5,1,0,0.7,1,0.6,0.3,0.5,0.0,0.5,0.4,0.0,0,3,1.5,0.6,1.0,0.0,1.2,0.7,0.8,35.3,91.2,0.0,1.5,0.1,MID
Ryan Bertrand,"Ryan Bertrand Southampton, 30, D(CL),M(L) ",6.61,79,"D(CL), M(L)",24,2160,0,8,0,1.6,0,1.9,1.2,1.1,0.1,1.8,0.6,0.2,0,1,0.7,0.3,0.9,0.0,0.3,1.3,1.0,32.3,75.5,0.9,0.8,0.1,DEF
Sead Kolasinac,"Sead Kolasinac Arsenal, 26, D(L),M(L) ",6.61,79,"D(L), M(L)",22,1891,5,5,0,0.8,0,1.4,0.8,0.9,0.0,1.0,0.6,0.1,0,0,0.4,0.5,0.4,0.4,0.7,1.3,1.3,40.5,77.7,0.5,0.8,0.0,DEF
Mohamed Elyounoussi,"Mohamed Elyounoussi Southampton, 25, AM(LR) ",6.51,79,AM(LR),8,791,0,0,0,0.6,0,1.0,0.4,0.6,0.0,0.3,0.8,0.1,0,0,1.3,0.7,0.8,0.1,0.5,0.9,0.9,13.9,73.4,0.8,0.5,0.1,MID
Theo Walcott,"Theo Walcott Everton, 30, M(CLR),FW ",6.51,79,"M(CLR), FW",24,2124,2,1,0,0.4,0,0.7,0.6,0.3,0.0,0.2,0.4,0.0,0,5,1.2,0.8,0.7,0.5,1.0,2.1,0.6,15.6,72.6,0.3,0.2,0.0,OFF
Max Meyer,"Max Meyer Crystal Palace, 23, M(CL),FW ",6.49,79,"M(CL), FW",15,1415,2,3,0,0.1,0,1.1,0.5,0.3,0.0,0.6,0.3,0.0,0,1,1.3,0.4,0.6,0.0,0.7,1.0,0.8,22.9,83.9,0.1,0.6,0.0,OFF
Cenk Tosun,"Cenk Tosun Everton, 28, FW ",6.44,79,FW,10,1050,3,3,0,1.5,0,0.5,0.2,0.7,0.0,0.1,0.4,0.0,0,3,1.5,0.1,0.6,0.3,0.8,1.6,0.5,10.3,70.5,0.0,0.3,0.0,OFF
Davide Zappacosta,"Davide Zappacosta Chelsea, 27, D(R),M(R) ",6.39,79,"D(R), M(R)",1,125,0,0,0,0.8,0,0.0,0.8,0.5,0.0,1.0,0.3,0.0,0,0,0.5,0.5,0.3,0.0,0.5,0.5,0.3,18.8,80.0,0.0,0.5,0.0,DEF
Stephan Lichtsteiner,"Stephan Lichtsteiner Arsenal, 35, D(R),M(R) ",6.27,79,"D(R), M(R)",10,941,0,3,0,1.6,0,1.1,0.6,0.8,0.5,1.6,0.5,0.3,0,0,0.1,0.3,0.7,0.1,0.9,0.9,0.2,34.3,78.5,0.1,1.0,0.0,DEF
Denis Suárez,"Denis Suárez Barcelona, 25, AM(CLR) ",6.16,79,AM(CLR),0,67,0,0,0,0.0,0,0.3,0.3,0.0,0.0,0.0,1.3,0.0,0,0,0.0,1.0,0.3,0.0,0.3,0.8,0.0,8.5,91.2,0.0,0.0,0.0,MID
Marcos Rojo,"Marcos Rojo Manchester United, 29, D(CL) ",6.15,79,D(CL),2,211,0,2,0,0.6,0,1.0,1.2,0.6,0.6,1.8,1.0,0.4,1,0,1.2,0.2,0.2,0.0,0.0,0.2,0.0,24.8,72.6,0.0,1.6,0.0,DEF
Jordan Veretout,"Jordan Veretout Fiorentina, 26, M(C) ",6.96,79,M(C),33,2944,3,12,1,0.9,3,1.9,1.4,1.5,0.1,1.5,0.9,0.2,0,5,1.2,0.6,1.2,0.0,0.8,0.9,2.3,55.0,81.8,1.1,3.9,0.1,MID
Franck Kessié,"Franck Kessié AC Milan, 22, DMC ",6.95,79,DMC,34,3021,2,8,0,1.2,2,1.2,0.8,1.4,0.1,1.5,0.6,0.3,0,7,1.5,1.3,0.9,0.1,1.2,2.1,1.3,49.7,87.0,0.1,1.6,0.0,DEF
Kwadwo Asamoah,"Kwadwo Asamoah Inter, 30, D(L),M(CL) ",6.93,79,"D(L), M(CL)",30,2672,1,6,0,0.7,2,1.4,1.3,0.8,0.3,1.2,0.7,0.1,0,0,0.3,1.3,2.2,0.0,0.7,1.1,1.0,60.5,89.0,0.6,3.5,0.0,DEF
Daniele Baselli,"Daniele Baselli Torino, 27, M(C) ",6.88,79,M(C),27,2390,1,5,0,0.7,0,1.9,1.0,1.4,0.0,0.8,0.8,0.2,0,4,1.2,0.7,1.0,0.0,1.0,1.5,1.3,34.1,80.2,0.7,1.4,0.1,MID
Gastón Ramírez,"Gastón Ramírez Sampdoria, 28, AM(CLR) ",6.76,79,AM(CLR),19,1587,4,6,1,1.1,2,1.4,0.4,1.6,0.0,0.9,0.7,0.1,0,4,1.0,0.7,1.3,0.1,1.8,1.3,1.2,29.4,78.7,0.8,0.9,0.1,MID
Mário Rui,"Mário Rui Napoli, 28, D(L) ",6.69,79,D(L),17,1419,1,4,0,0.2,1,1.2,1.1,0.9,0.2,1.5,0.6,0.2,0,1,1.1,0.6,0.9,0.2,0.7,0.9,1.3,54.2,84.5,0.7,2.1,0.1,DEF
Lautaro Martínez,"Lautaro Martínez Inter, 22, FW ",6.64,79,FW,13,1337,2,4,0,1.3,0,0.2,0.1,1.0,0.0,0.3,0.1,0.0,0,6,2.4,0.5,1.6,0.1,1.1,2.1,0.8,8.9,70.8,0.1,0.4,0.1,OFF
Rogerio,"Rogerio Sassuolo, 21, D(L),M(L) ",6.61,79,"D(L), M(L)",29,2670,2,9,1,0.8,1,1.7,1.1,0.8,0.2,2.6,0.8,0.2,0,1,0.4,0.6,0.8,0.1,0.6,1.2,0.6,40.6,82.5,0.5,1.9,0.0,DEF
Andrea Masiello,"Andrea Masiello Atalanta, 33, D(CR) ",6.6,79,D(CR),22,1842,2,5,0,1.4,1,1.2,1.8,0.6,0.5,1.9,0.5,0.3,1,0,0.3,0.0,0.8,0.1,0.2,0.3,0.3,52.3,87.6,0.0,3.8,0.0,DEF
Marcel Halstenberg,"Marcel Halstenberg RasenBallsport Leipzig, 27, D(L),M(L) ",7.56,78,"D(L), M(L)",27,2414,6,2,0,2.6,3,2.4,1.4,0.9,0.5,1.9,0.8,0.1,0,3,0.8,1.0,0.8,0.1,0.9,1.0,2.0,40.9,74.3,1.6,1.4,0.0,DEF
Yussuf Poulsen,"Yussuf Poulsen RasenBallsport Leipzig, 25, AM(R),FW ",7.27,78,"AM(R), FW",27,2454,3,2,0,4.6,4,0.6,0.2,1.8,0.1,0.9,0.7,0.1,0,15,2.1,0.8,1.6,0.6,2.0,3.1,1.1,24.9,60.8,0.2,0.3,0.1,OFF
Wout Weghorst,"Wout Weghorst Wolfsburg, 27, FW ",7.24,78,FW,33,2931,7,4,0,3.4,3,0.9,0.3,1.1,0.0,0.9,0.8,0.1,0,17,2.1,0.4,1.1,0.9,1.4,1.9,1.1,23.6,69.5,0.1,0.5,0.1,OFF
Maximilian Arnold,"Maximilian Arnold Wolfsburg, 25, M(CR) ",7.11,78,M(CR),33,2879,6,7,0,0.8,2,1.6,1.1,1.4,0.0,1.3,1.2,0.3,0,2,1.6,0.8,2.5,0.1,0.9,1.1,1.4,39.6,80.8,1.0,4.7,0.1,MID
Achraf Hakimi,"Achraf Hakimi Borussia Dortmund, 20, D(LR) ",7.11,78,D(LR),19,1740,4,4,0,0.8,0,1.6,1.4,0.7,0.3,1.8,0.9,0.2,0,2,1.0,1.8,1.7,0.0,1.3,1.4,0.5,63.4,86.1,0.4,2.1,0.1,DEF
Luka Jovic,"Luka Jovic Eintracht Frankfurt, 21, FW ",7,78,FW,25,2249,5,1,0,1.9,4,0.3,0.1,0.9,0.0,0.9,0.3,0.0,0,17,3.0,0.8,1.3,0.5,1.4,2.3,0.8,18.7,70.4,0.1,0.9,0.1,OFF
Nadiem Amiri,"Nadiem Amiri Hoffenheim, 22, AM(CL) ",7,78,AM(CL),10,760,1,1,0,0.3,0,1.1,0.5,1.1,0.0,0.3,0.8,0.0,0,3,1.4,1.5,1.1,0.0,1.0,0.8,1.2,27.5,87.4,0.2,1.2,0.2,MID
Maximilian Eggestein,"Maximilian Eggestein Werder Bremen, 22, M(C) ",6.98,78,M(C),34,3053,4,4,0,1.3,2,2.0,0.9,1.1,0.1,1.9,0.9,0.3,0,5,1.3,0.4,1.2,0.0,1.1,1.3,1.4,45.8,80.5,0.2,1.4,0.1,MID
Julian Baumgartlinger,"Julian Baumgartlinger Bayer Leverkusen, 31, DMC ",6.96,78,DMC,16,1557,1,2,0,1.5,0,2.5,1.2,0.9,0.0,1.0,1.2,0.3,0,0,0.5,0.7,0.9,0.0,0.7,0.7,0.5,65.3,89.6,0.0,3.5,0.0,DEF
Niklas Stark,"Niklas Stark Hertha Berlin, 24, D(C),DMC ",6.92,78,"D(C), DMC",22,1871,0,5,0,2.6,0,1.5,1.7,0.9,0.4,6.0,0.7,1.2,1,1,0.5,0.0,1.0,0.0,0.1,0.1,0.1,46.5,83.9,0.0,2.5,0.0,DEF
Philipp Max,"Philipp Max Augsburg, 25, D(L),M(L) ",6.78,78,"D(L), M(L)",30,2575,2,1,0,0.8,1,1.2,0.7,0.4,0.0,1.4,0.6,0.1,0,4,0.8,0.4,0.7,0.0,0.5,0.9,2.0,27.6,71.8,1.9,1.5,0.0,DEF
Niclas Füllkrug,"Niclas Füllkrug Hannover 96, 26, FW ",6.74,78,FW,13,1113,1,1,0,4.6,0,0.2,0.1,1.4,0.0,1.1,0.3,0.3,0,2,2.6,0.4,1.0,0.4,1.3,2.1,0.9,26.9,68.4,0.1,0.9,0.0,OFF
Nabil Bentaleb,"Nabil Bentaleb Schalke 04, 24, M(C) ",6.73,78,M(C),19,1792,0,4,0,1.5,2,1.3,1.4,1.2,0.0,0.7,0.6,0.3,0,3,0.8,0.8,0.6,0.0,0.5,0.4,0.7,36.0,79.3,0.6,2.0,0.0,MID
Omar Mascarell,"Omar Mascarell Schalke 04, 26, DMC ",6.6,78,DMC,11,993,2,2,0,0.9,0,1.4,1.6,0.9,0.1,0.5,1.0,0.5,0,0,0.4,0.4,0.3,0.0,0.6,0.7,0.4,33.7,84.1,0.0,2.8,0.0,DEF
Santiago Ascacibar,"Santiago Ascacibar VfB Stuttgart, 22, DMC ",6.54,78,DMC,27,2430,0,10,1,1.2,0,2.9,1.6,0.9,0.0,1.1,1.5,0.4,1,0,0.7,0.5,1.2,0.0,0.7,0.7,0.5,40.4,80.7,0.1,1.8,0.0,DEF
Pablo Maffeo,"Pablo Maffeo VfB Stuttgart, 22, D(R),M(R) ",6.53,78,"D(R), M(R)",8,602,0,1,0,1.0,0,1.8,1.6,0.5,0.0,1.0,0.9,0.5,0,0,0.5,1.3,1.5,0.0,2.3,1.8,0.5,26.5,76.4,0.8,1.9,0.0,DEF
Vladimír Darida,"Vladimír Darida Hertha Berlin, 29, M(C),FW ",6.32,78,"M(C), FW",3,373,1,1,0,0.2,0,0.8,0.8,1.4,0.0,0.5,0.1,0.0,0,0,0.9,0.4,0.6,0.0,0.4,0.8,0.7,22.9,86.5,0.3,1.2,0.0,OFF
Joan Jordán,"Joan Jordán Eibar, 25, M(C) ",7.14,78,M(C),32,2879,4,10,0,1.4,4,1.8,0.9,1.6,0.0,0.5,1.4,0.1,0,4,1.6,1.3,1.0,0.1,0.9,1.3,1.9,46.8,83.4,1.8,4.8,0.0,MID
Sergio Camello,"Sergio Camello Atletico Madrid, 18, Forward ",7.09,78,Forward,0,45,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,88.9,0.0,0.0,0.0,OFF
Adnan Januzaj,"Adnan Januzaj Real Sociedad, 24, AM(CLR) ",7.04,78,AM(CLR),13,1254,3,1,0,0.2,1,0.6,0.3,0.8,0.1,0.2,0.5,0.0,0,1,1.6,3.3,1.8,0.3,2.6,2.6,1.5,21.6,75.4,2.0,1.5,0.1,MID
Santiago Arias,"Santiago Arias Atletico Madrid, 27, D(R) ",6.91,78,D(R),20,1771,1,4,0,1.7,1,1.9,1.4,0.8,0.0,1.4,0.4,0.1,0,1,0.4,0.3,1.3,0.1,0.4,0.9,0.6,31.6,81.9,0.4,0.6,0.0,DEF
Daniel Carriço,"Daniel Carriço Sevilla, 31, D(C),DMC ",6.88,78,"D(C), DMC",24,2132,1,10,0,2.5,1,1.5,1.3,1.3,0.8,4.3,0.3,0.5,0,1,0.4,0.3,0.3,0.0,0.3,0.3,0.2,41.7,79.7,0.0,3.0,0.0,DEF
Esteban Granero,"Esteban Granero Espanyol, 32, M(CLR) ",6.85,78,M(CLR),24,2020,1,11,0,0.8,2,1.8,0.9,1.4,0.0,1.1,1.2,0.3,0,3,1.1,1.2,1.5,0.0,1.3,0.9,1.0,40.0,86.2,0.8,2.0,0.0,MID
Djené Dakonam,"Djené Dakonam Getafe, 27, D(C) ",6.81,78,D(C),34,2981,0,11,2,2.6,3,1.6,2.2,1.5,0.9,4.4,0.5,0.3,0,0,0.4,0.5,0.9,0.0,0.3,0.5,0.1,28.6,71.9,0.1,3.1,0.0,DEF
Nemanja Maksimovic,"Nemanja Maksimovic Getafe, 24, DMC ",6.78,78,DMC,36,3211,0,5,0,2.3,0,2.1,2.0,0.5,0.1,0.8,1.1,0.4,0,1,0.9,0.3,0.3,0.0,0.6,0.8,0.3,21.4,75.6,0.0,0.8,0.0,DEF
Sergi Gómez,"Sergi Gómez Sevilla, 27, D(CR) ",6.7,78,D(CR),31,2766,0,1,0,2.6,0,1.5,1.3,0.9,0.5,4.0,0.3,0.6,0,0,0.3,0.0,0.2,0.1,0.1,0.1,0.2,45.5,84.6,0.1,4.4,0.0,DEF
Anaitz Arbilla,"Anaitz Arbilla Eibar, 32, D(CLR) ",6.7,78,D(CLR),22,1950,2,4,1,2.4,0,1.2,1.8,0.6,1.3,3.6,0.4,0.2,0,1,0.7,0.2,0.2,0.0,0.2,0.6,0.2,44.6,75.3,0.0,6.6,0.0,DEF
Pere Pons,"Pere Pons Girona, 26, DMC ",6.66,78,DMC,32,2797,2,4,0,1.5,1,2.4,1.0,2.1,0.1,1.0,1.5,0.4,0,1,0.6,0.8,1.4,0.0,1.1,1.3,0.5,34.8,78.5,0.1,1.4,0.0,DEF
Álvaro González,"Álvaro González Villarreal, 29, D(C) ",6.66,78,D(C),34,2967,2,13,2,2.5,2,1.4,1.1,0.8,0.5,5.1,0.3,0.7,0,1,0.4,0.0,0.9,0.0,0.1,0.3,0.3,44.0,79.9,0.1,3.9,0.0,DEF
Ander Capa,"Ander Capa Athletic Bilbao, 27, D(R),M(R) ",6.6,78,"D(R), M(R)",17,1637,0,9,0,1.2,0,1.7,1.2,1.8,0.2,1.5,0.6,0.1,0,0,0.4,0.8,0.6,0.3,0.8,0.8,0.5,27.4,73.7,0.3,1.4,0.0,DEF
Stanislav Lobotka,"Stanislav Lobotka Celta Vigo, 24, DMC ",6.51,78,DMC,27,2493,1,1,0,0.3,0,1.0,0.8,0.6,0.0,0.5,0.7,0.0,0,0,0.4,1.0,1.5,0.0,0.7,0.8,0.6,45.3,89.2,0.1,1.8,0.0,DEF
Loren Morón,"Loren Morón Real Betis, 25, FW ",6.48,78,FW,22,1960,0,3,0,0.8,0,0.5,0.2,0.9,0.0,0.5,0.6,0.0,0,6,1.8,0.5,1.4,0.8,1.3,1.8,0.3,10.2,75.4,0.0,0.1,0.0,OFF
Jesús Vallejo,"Jesús Vallejo Real Madrid, 22, D(C) ",6.46,78,D(C),4,311,0,1,1,0.6,0,1.2,1.4,0.6,0.8,2.4,0.2,0.8,0,1,0.2,0.0,0.4,0.0,0.2,0.0,0.0,31.2,87.8,0.0,2.2,0.0,DEF
Pione Sisto,"Pione Sisto Celta Vigo, 24, AM(LR) ",6.44,78,AM(LR),8,835,1,0,0,0.0,1,0.2,0.1,0.3,0.0,0.0,0.4,0.0,0,2,0.7,1.0,0.8,0.1,0.7,0.8,0.5,17.1,85.7,0.4,0.9,0.0,MID
Javi García,"Javi García Real Betis, 32, D(C),DMC ",6.38,78,"D(C), DMC",6,520,0,0,1,1.2,0,0.2,0.4,0.6,0.5,2.1,0.1,0.1,0,0,0.0,0.2,0.4,0.0,0.3,0.1,0.0,34.2,93.7,0.0,0.8,0.0,DEF
John Guidetti,"John Guidetti Deportivo Alaves, 27, FW ",6.23,78,FW,6,625,1,2,0,0.7,0,0.2,0.0,0.6,0.0,0.3,0.2,0.0,0,2,0.5,0.0,0.2,0.0,0.3,0.7,0.4,6.5,69.2,0.1,0.1,0.0,OFF
Max-Alain Gradel,"Max-Alain Gradel Toulouse, 31, M(LR),FW ",7.14,78,"M(LR), FW",36,3240,5,6,0,1.3,3,1.6,0.5,2.0,0.0,0.7,1.3,0.3,0,11,3.3,2.4,2.6,0.5,2.8,3.8,1.5,31.2,74.2,0.8,0.8,0.1,OFF
Rémy Cabella,"Rémy Cabella Saint-Etienne, 29, M(CLR),FW ",7.13,78,"M(CLR), FW",34,3000,4,4,1,0.5,4,2.6,0.6,1.0,0.0,0.1,1.7,0.0,0,8,2.4,1.6,2.0,0.1,2.1,1.9,1.7,58.1,86.5,0.5,1.8,0.1,OFF
Mathieu Debuchy,"Mathieu Debuchy Saint-Etienne, 34, D(CR) ",7.12,78,"D(CR), D(CR)",23,1948,3,4,0,4.0,2,1.8,2.0,1.5,0.2,2.4,0.6,0.3,0,4,0.6,0.4,0.8,0.3,0.5,1.3,0.9,34.8,73.1,0.8,1.3,0.0,DEF
Valentin Rongier,"Valentin Rongier Nantes, 24, M(C) ",7.1,78,M(C),36,3228,5,3,0,1.0,2,2.4,0.9,1.2,0.0,0.4,1.1,0.2,0,4,2.0,1.0,0.8,0.1,1.1,1.8,2.4,53.2,82.7,1.1,3.3,0.0,MID
Ferland Mendy,"Ferland Mendy Lyon, 24, D(L),M(L) ",7.09,78,"D(L), M(L)",27,2529,1,2,0,1.6,0,1.5,1.1,0.9,0.1,1.4,0.1,0.2,0,2,0.8,1.8,1.5,0.0,1.2,1.2,1.3,54.7,84.5,0.5,3.0,0.0,DEF
Hiroki Sakai,"Hiroki Sakai Marseille, 29, D(LR),M(R) ",7.09,78,"D(LR), M(R)",26,2373,4,3,0,3.1,1,2.1,1.4,1.2,0.3,2.4,0.9,0.4,0,1,0.2,0.4,0.9,0.0,0.6,0.9,1.0,43.2,81.6,0.3,1.3,0.0,DEF
Emiliano Sala,"Emiliano Sala Nantes, 28, FW ",7,78,FW,16,1377,2,0,0,2.3,2,0.4,0.1,0.8,0.0,1.1,0.4,0.1,0,12,1.9,0.2,1.8,0.7,1.6,2.8,1.2,19.1,64.2,0.1,0.1,0.1,OFF
Kenny Tete,"Kenny Tete Lyon, 23, D(R),M(R) ",6.94,78,"D(R), M(R)",12,1050,3,1,0,1.4,1,2.3,1.4,1.5,0.5,2.0,0.5,0.4,0,0,0.6,0.1,0.9,0.1,0.5,1.4,1.5,48.7,84.0,1.2,1.8,0.0,DEF
Bertrand Traoré,"Bertrand Traoré Lyon, 23, AM(R),FW ",6.93,78,"AM(R), FW",24,2125,2,5,0,0.7,3,1.1,0.4,0.6,0.0,0.4,0.4,0.1,0,7,1.9,1.5,1.3,0.5,1.1,1.9,0.7,29.3,82.5,0.2,0.9,0.1,OFF
Pedro Mendes,"Pedro Mendes Montpellier, 28, D(CR) ",6.93,78,D(CR),31,2669,0,7,0,1.3,0,2.3,1.5,1.5,0.4,2.1,0.5,0.7,0,1,0.3,0.4,1.5,0.0,0.3,0.5,0.3,41.0,82.1,0.1,4.6,0.0,DEF
Diego Carlos,"Diego Carlos Nantes, 26, D(C) ",6.9,78,D(C),35,3149,0,8,0,2.5,1,1.7,1.5,1.3,0.6,5.2,0.2,0.9,0,1,0.9,0.2,0.7,0.1,0.1,0.5,0.3,48.0,82.5,0.1,4.0,0.0,DEF
Faycal Fajr,"Faycal Fajr Caen, 31, M(CLR) ",6.89,78,M(CLR),36,3240,4,6,0,0.5,5,1.8,0.8,1.2,0.0,0.4,1.1,0.2,0,5,1.4,0.8,2.5,0.1,1.0,1.3,1.5,53.0,81.4,1.5,7.1,0.1,MID
Pierre Lees-Melou,"Pierre Lees-Melou Nice, 26, AM(CLR) ",6.85,78,"AM(CLR), AM(CLR)",26,2393,1,5,1,0.6,1,2.5,1.2,1.4,0.0,1.1,1.2,0.3,0,2,1.3,0.5,1.1,0.0,0.8,1.1,1.0,47.0,85.7,0.5,2.7,0.0,MID
Hilton,"Hilton Montpellier, 41, D(C) ",6.82,78,D(C),36,3233,2,5,0,2.2,1,0.9,1.8,0.6,0.4,5.3,0.5,0.4,1,0,0.4,0.1,1.3,0.0,0.1,0.5,0.2,41.7,82.1,0.1,6.6,0.0,DEF
Jemerson,"Jemerson Monaco, 27, D(C),DMC ",6.69,78,"D(C), DMC",25,2226,1,8,1,2.7,0,2.2,1.0,1.7,0.6,4.7,0.7,0.7,0,0,0.3,0.0,0.8,0.0,0.1,0.4,0.2,43.1,86.9,0.0,2.4,0.0,DEF
Nacer Chadli,"Nacer Chadli Monaco, 30, M(CLR) ",6.31,78,M(CLR),9,693,0,1,0,1.0,0,0.7,0.2,0.6,0.0,0.4,0.3,0.1,0,0,0.1,0.5,0.5,0.1,0.8,1.1,0.5,17.3,82.3,0.8,0.2,0.0,MID
Trent Alexander-Arnold,"Trent Alexander-Arnold Liverpool, 20, D(R),M(R) ",7.36,78,"D(R), M(R)",27,2467,12,3,0,0.3,1,2.1,1.2,0.5,0.3,2.1,1.1,0.1,0,1,1.0,0.5,0.2,0.1,0.5,1.4,1.7,58.5,77.5,2.0,4.0,0.1,DEF
Raúl Jiménez,"Raúl Jiménez Wolverhampton Wanderers, 28, FW ",7.07,78,FW,36,3125,7,4,0,2.1,4,0.8,0.7,1.1,0.0,1.0,0.4,0.1,0,13,2.9,0.9,1.0,0.9,1.8,2.5,1.1,27.9,72.8,0.2,0.9,0.1,OFF
Ben Chilwell,"Ben Chilwell Leicester, 22, D(L),M(L) ",7.04,78,"D(L), M(L)",36,3240,4,4,0,3.1,4,1.5,1.1,0.9,0.3,3.6,0.9,0.2,0,0,0.6,1.4,1.2,0.1,1.3,2.0,1.3,46.8,72.3,0.6,1.2,0.0,DEF
